instruction,response,product_name,total_price,price_per_unit,unit_value,unit
What is the price per unit for Chef Paul Magic Seasonings Blends Salmon Magic Seasoning | Salmon Seasoning with Herbs & Spices | Seafood Seasoning for Cooking | Fish Blend | Kosher & Halal Certified | 7 oz (Pack of 2)?,The price per unit for Chef Paul Magic Seasonings Blends Salmon Magic Seasoning | Salmon Seasoning with Herbs & Spices | Seafood Seasoning for Cooking | Fish Blend | Kosher & Halal Certified | 7 oz (Pack of 2) is $1.364 per Ounce. The total price is $19.10 for 14.0 Ounce.,Chef Paul Magic Seasonings Blends Salmon Magic Seasoning | Salmon Seasoning with Herbs & Spices | Seafood Seasoning for Cooking | Fish Blend | Kosher & Halal Certified | 7 oz (Pack of 2),19.1,1.3643,14.0,Ounce
What is the price per unit for NEW PACKAGING Bupleurum Chai Hu 柴胡 4 Oz?,The price per unit for NEW PACKAGING Bupleurum Chai Hu 柴胡 4 Oz is $23.950 per Count. The total price is $23.95 for 1.0 Count.,NEW PACKAGING Bupleurum Chai Hu 柴胡 4 Oz,23.95,23.95,1.0,Count
"What is the price per unit for Once Upon a Farm, Frozen, Organic Baby Food Sweet Potato, Mango & Coconut Milk with Lucuma & Chia Seed Plant-Rich Meal, 3.5 Ounce?","The price per unit for Once Upon a Farm, Frozen, Organic Baby Food Sweet Potato, Mango & Coconut Milk with Lucuma & Chia Seed Plant-Rich Meal, 3.5 Ounce is $1.426 per Ounce. The total price is $4.99 for 3.5 Ounce.","Once Upon a Farm, Frozen, Organic Baby Food Sweet Potato, Mango & Coconut Milk with Lucuma & Chia Seed Plant-Rich Meal, 3.5 Ounce",4.99,1.4257,3.5,Ounce
"What is the price per unit for Amazon Saver, Seedless Raisins, 12 Oz (Previously Happy Belly, Packaging May Vary)?","The price per unit for Amazon Saver, Seedless Raisins, 12 Oz (Previously Happy Belly, Packaging May Vary) is $0.238 per Ounce. The total price is $2.86 for 12.0 Ounce.","Amazon Saver, Seedless Raisins, 12 Oz (Previously Happy Belly, Packaging May Vary)",2.86,0.2383,12.0,Ounce
"What is the price per unit for Bakell - Neon Blue Tinker Dust (4g, 1x Mini Spray Pump) Edible Glitter for Food, Desserts, and Beverages!?","The price per unit for Bakell - Neon Blue Tinker Dust (4g, 1x Mini Spray Pump) Edible Glitter for Food, Desserts, and Beverages! is $9.880 per Count. The total price is $9.88 for 1.0 Count.","Bakell - Neon Blue Tinker Dust (4g, 1x Mini Spray Pump) Edible Glitter for Food, Desserts, and Beverages!",9.88,9.88,1.0,Count
What is the price per unit for Ateco Plastic Decorating Comb?,The price per unit for Ateco Plastic Decorating Comb is $10.090 per Count. The total price is $10.09 for 1.0 Count.,Ateco Plastic Decorating Comb,10.09,10.09,1.0,Count
What is the price per unit for Rise Whey Protein Mini Bars - Almond Honey | Breakfast Bar & Protein Snack 18g Protein 4g Fiber Just 3 Whole Food Ingredients Gluten-Free Soy Free?,The price per unit for Rise Whey Protein Mini Bars - Almond Honey | Breakfast Bar & Protein Snack 18g Protein 4g Fiber Just 3 Whole Food Ingredients Gluten-Free Soy Free is $1.383 per Count. The total price is $33.19 for 24.0 Count.,Rise Whey Protein Mini Bars - Almond Honey | Breakfast Bar & Protein Snack 18g Protein 4g Fiber Just 3 Whole Food Ingredients Gluten-Free Soy Free,33.19,1.3829,24.0,Count
"What is the price per unit for Chicken in a Biskit Original Baked Snack Crackers, Family Size, 12 oz SET of 3?","The price per unit for Chicken in a Biskit Original Baked Snack Crackers, Family Size, 12 oz SET of 3 is $1.660 per Count. The total price is $4.98 for 3.0 Count.","Chicken in a Biskit Original Baked Snack Crackers, Family Size, 12 oz SET of 3",4.98,1.66,3.0,Count
"What is the price per unit for Citron Black Tea (50 tea bags, ZIN: 534668) - 2 Pack?","The price per unit for Citron Black Tea (50 tea bags, ZIN: 534668) - 2 Pack is $0.530 per Count. The total price is $53.01 for 100.0 Count.","Citron Black Tea (50 tea bags, ZIN: 534668) - 2 Pack",53.01,0.5301,100.0,Count
What is the price per unit for NEW PACKAGING Job's Tears Asian Barley Semen Coicis 薏米 薏苡仁 6 Oz?,The price per unit for NEW PACKAGING Job's Tears Asian Barley Semen Coicis 薏米 薏苡仁 6 Oz is $1.762 per Ounce. The total price is $10.58 for 6.0 Ounce.,NEW PACKAGING Job's Tears Asian Barley Semen Coicis 薏米 薏苡仁 6 Oz,10.58,1.7625,6.0,Ounce
"What is the price per unit for Z Natural Foods Rich Salted Butter Powder, Replace Messy Butter Stick with Powdered Butter, Non GMO- Hormone Free-Baking Butter- 1 lb?","The price per unit for Z Natural Foods Rich Salted Butter Powder, Replace Messy Butter Stick with Powdered Butter, Non GMO- Hormone Free-Baking Butter- 1 lb is $0.937 per Ounce. The total price is $14.99 for 16.0 Ounce.","Z Natural Foods Rich Salted Butter Powder, Replace Messy Butter Stick with Powdered Butter, Non GMO- Hormone Free-Baking Butter- 1 lb",14.99,0.9369,16.0,Ounce
"What is the price per unit for KitchInspirations Bamboo Salt and Pepper Box, 1 Count (Pack of 1), Tan?","The price per unit for KitchInspirations Bamboo Salt and Pepper Box, 1 Count (Pack of 1), Tan is $20.990 per Count. The total price is $20.99 for 1.0 Count.","KitchInspirations Bamboo Salt and Pepper Box, 1 Count (Pack of 1), Tan",20.99,20.99,1.0,Count
"What is the price per unit for Orange Lemon Decaf Black Tea (Loose) (8 oz, ZIN: 537431)?","The price per unit for Orange Lemon Decaf Black Tea (Loose) (8 oz, ZIN: 537431) is $5.755 per Ounce. The total price is $46.04 for 8.0 Ounce.","Orange Lemon Decaf Black Tea (Loose) (8 oz, ZIN: 537431)",46.04,5.755,8.0,Ounce
"What is the price per unit for Mango Boba Pearls Mango Popping Boba Bursting Boba Mango Bubble Tapioca Pearls For Bubble Tea (Mango, 7 LB 1 Pack)?","The price per unit for Mango Boba Pearls Mango Popping Boba Bursting Boba Mango Bubble Tapioca Pearls For Bubble Tea (Mango, 7 LB 1 Pack) is $0.335 per Ounce. The total price is $37.57 for 112.0 Ounce.","Mango Boba Pearls Mango Popping Boba Bursting Boba Mango Bubble Tapioca Pearls For Bubble Tea (Mango, 7 LB 1 Pack)",37.57,0.3354,112.0,Ounce
What is the price per unit for Artisana Nut Bttr Almond Raw?,The price per unit for Artisana Nut Bttr Almond Raw is $2.033 per Fl Oz. The total price is $97.59 for 48.0 Fl Oz.,Artisana Nut Bttr Almond Raw,97.59,2.0331,48.0,Fl Oz
"What is the price per unit for Goya Foods Green Pigeon Peas (Gandules), 15-Ounce (Pack of 2)?","The price per unit for Goya Foods Green Pigeon Peas (Gandules), 15-Ounce (Pack of 2) is $0.364 per Ounce. The total price is $10.92 for 30.0 Ounce.","Goya Foods Green Pigeon Peas (Gandules), 15-Ounce (Pack of 2)",10.92,0.3638,30.0,Ounce
"What is the price per unit for Zabaglione Strawberry Chamomile Tea (50 tea bags, ZIN: 535885) - 2 Pack?","The price per unit for Zabaglione Strawberry Chamomile Tea (50 tea bags, ZIN: 535885) - 2 Pack is $0.595 per Count. The total price is $59.48 for 100.0 Count.","Zabaglione Strawberry Chamomile Tea (50 tea bags, ZIN: 535885) - 2 Pack",59.48,0.5948,100.0,Count
What is the price per unit for Shin Ramyun Toomba Spicy Creamy Noodles 4.83 Oz (137g) 4 Pack?,The price per unit for Shin Ramyun Toomba Spicy Creamy Noodles 4.83 Oz (137g) 4 Pack is $18.950 per Count. The total price is $18.95 for 1.0 Count.,Shin Ramyun Toomba Spicy Creamy Noodles 4.83 Oz (137g) 4 Pack,18.95,18.95,1.0,Count
"What is the price per unit for Hot Ones Buffalo Sauce, Mild Hot Sauce With Flavors of Cayenne Pepper Mash, Molasses & Smoked Paprika, Made With All Natural Ingredients, 5 fl oz Bottle (3-Pack)?","The price per unit for Hot Ones Buffalo Sauce, Mild Hot Sauce With Flavors of Cayenne Pepper Mash, Molasses & Smoked Paprika, Made With All Natural Ingredients, 5 fl oz Bottle (3-Pack) is $0.499 per Fl Oz. The total price is $7.48 for 15.0 Fl Oz.","Hot Ones Buffalo Sauce, Mild Hot Sauce With Flavors of Cayenne Pepper Mash, Molasses & Smoked Paprika, Made With All Natural Ingredients, 5 fl oz Bottle (3-Pack)",7.48,0.4987,15.0,Fl Oz
"What is the price per unit for Gift Baskets Food Gifts, Anniversary, Housewarming, Birthday Gift Baskets For Women, Men, Friends, Him, Her, Parents, & Family By Dulcet Gift Baskets?","The price per unit for Gift Baskets Food Gifts, Anniversary, Housewarming, Birthday Gift Baskets For Women, Men, Friends, Him, Her, Parents, & Family By Dulcet Gift Baskets is $72.990 per Count. The total price is $72.99 for 1.0 Count.","Gift Baskets Food Gifts, Anniversary, Housewarming, Birthday Gift Baskets For Women, Men, Friends, Him, Her, Parents, & Family By Dulcet Gift Baskets",72.99,72.99,1.0,Count
"What is the price per unit for Butter Rum Chamomile Tea (25 tea bags, ZIN: 534083) - 3 Pack?","The price per unit for Butter Rum Chamomile Tea (25 tea bags, ZIN: 534083) - 3 Pack is $0.690 per Count. The total price is $51.77 for 75.0 Count.","Butter Rum Chamomile Tea (25 tea bags, ZIN: 534083) - 3 Pack",51.77,0.6903,75.0,Count
"What is the price per unit for Jamaican Dogwood Tea (Loose) (4 oz, ZIN: 427634) - 2 Pack?","The price per unit for Jamaican Dogwood Tea (Loose) (4 oz, ZIN: 427634) - 2 Pack is $4.375 per Ounce. The total price is $35.00 for 8.0 Ounce.","Jamaican Dogwood Tea (Loose) (4 oz, ZIN: 427634) - 2 Pack",35.0,4.375,8.0,Ounce
"What is the price per unit for MAGIC SEASONING BLENDS: Meat Magic, 2 oz (Pack of 6)?","The price per unit for MAGIC SEASONING BLENDS: Meat Magic, 2 oz (Pack of 6) is $4.457 per Count. The total price is $26.74 for 6.0 Count.","MAGIC SEASONING BLENDS: Meat Magic, 2 oz (Pack of 6)",26.74,4.4567,6.0,Count
"What is the price per unit for Woodstock Organic Raw Almonds, 7.5 oz?","The price per unit for Woodstock Organic Raw Almonds, 7.5 oz is $2.241 per Ounce. The total price is $16.81 for 7.5 Ounce.","Woodstock Organic Raw Almonds, 7.5 oz",16.81,2.2413,7.5,Ounce
What is the price per unit for Annies Homegrown Mac & Chs Shell Wscnsn Ch?,The price per unit for Annies Homegrown Mac & Chs Shell Wscnsn Ch is $0.058 per Ounce. The total price is $2.07 for 36.0 Ounce.,Annies Homegrown Mac & Chs Shell Wscnsn Ch,2.07,0.0575,36.0,Ounce
What is the price per unit for Goya Ssnng Adobo Cumin?,The price per unit for Goya Ssnng Adobo Cumin is $0.540 per Count. The total price is $6.48 for 12.0 Count.,Goya Ssnng Adobo Cumin,6.48,0.54,12.0,Count
"What is the price per unit for Nature's Bounty Garlic 2000mg, Tablets 120 ea?","The price per unit for Nature's Bounty Garlic 2000mg, Tablets 120 ea is $0.097 per Count. The total price is $11.62 for 120.0 Count.","Nature's Bounty Garlic 2000mg, Tablets 120 ea",11.62,0.0968,120.0,Count
"What is the price per unit for Cafe Rico Original Decaf Ground Coffee in Can, 8.8 Ounce (Pack of 8)?","The price per unit for Cafe Rico Original Decaf Ground Coffee in Can, 8.8 Ounce (Pack of 8) is $0.213 per Ounce. The total price is $14.99 for 70.4 Ounce.","Cafe Rico Original Decaf Ground Coffee in Can, 8.8 Ounce (Pack of 8)",14.99,0.2129,70.4,Ounce
What is the price per unit for Goo Gone Pro-Power 8 fl oz - 12 Pack?,The price per unit for Goo Gone Pro-Power 8 fl oz - 12 Pack is $0.373 per Count. The total price is $4.48 for 12.0 Count.,Goo Gone Pro-Power 8 fl oz - 12 Pack,4.48,0.3733,12.0,Count
"What is the price per unit for Roses Sweetened Lime Juice, 12 Fluid Ounce12?","The price per unit for Roses Sweetened Lime Juice, 12 Fluid Ounce12 is $0.033 per Fl Oz. The total price is $4.74 for 144.0 Fl Oz.","Roses Sweetened Lime Juice, 12 Fluid Ounce12",4.74,0.0329,144.0,Fl Oz
"What is the price per unit for Herbs of Provence All Natural by Its Delish, 4 oz?","The price per unit for Herbs of Provence All Natural by Its Delish, 4 oz is $2.998 per Ounce. The total price is $11.99 for 4.0 Ounce.","Herbs of Provence All Natural by Its Delish, 4 oz",11.99,2.9975,4.0,Ounce
What is the price per unit for Grenadine Syrup?,The price per unit for Grenadine Syrup is $0.552 per Fl Oz. The total price is $14.00 for 25.4 Fl Oz.,Grenadine Syrup,14.0,0.5521,25.36,Fl Oz
What is the price per unit for Loma Linda® Vegetable Skallops® (15 oz.) 12 pack?,The price per unit for Loma Linda® Vegetable Skallops® (15 oz.) 12 pack is $0.239 per Ounce. The total price is $42.94 for 179.9 Ounce.,Loma Linda® Vegetable Skallops® (15 oz.) 12 pack,42.94,0.2387,179.88,Ounce
What is the price per unit for Teeccino Coffee Alt Java Org?,The price per unit for Teeccino Coffee Alt Java Org is $14.990 per Count. The total price is $14.99 for 1.0 Count.,Teeccino Coffee Alt Java Org,14.99,14.99,1.0,Count
"What is the price per unit for Don Francisco's Colombia Medium Roast Coffee: 24 K-Cup Compatible Single-Serve Pods, 100% Arabica, Recyclable through Terracycle - Floral Aroma with Winey Notes?","The price per unit for Don Francisco's Colombia Medium Roast Coffee: 24 K-Cup Compatible Single-Serve Pods, 100% Arabica, Recyclable through Terracycle - Floral Aroma with Winey Notes is $0.590 per Count. The total price is $14.16 for 24.0 Count.","Don Francisco's Colombia Medium Roast Coffee: 24 K-Cup Compatible Single-Serve Pods, 100% Arabica, Recyclable through Terracycle - Floral Aroma with Winey Notes",14.16,0.59,24.0,Count
"What is the price per unit for SweetLeaf Sweet Drops Caramel Stevia Liquid Sweetener - Flavor Foods, Keto Coffee with Sugar Free, 0 Calorie, Non-Glycemic Response SweetLeaf Stevia Drops, 1.7 Fl Oz Ea (Pack of 6)?","The price per unit for SweetLeaf Sweet Drops Caramel Stevia Liquid Sweetener - Flavor Foods, Keto Coffee with Sugar Free, 0 Calorie, Non-Glycemic Response SweetLeaf Stevia Drops, 1.7 Fl Oz Ea (Pack of 6) is $1.725 per Fl Oz. The total price is $17.60 for 10.2 Fl Oz.","SweetLeaf Sweet Drops Caramel Stevia Liquid Sweetener - Flavor Foods, Keto Coffee with Sugar Free, 0 Calorie, Non-Glycemic Response SweetLeaf Stevia Drops, 1.7 Fl Oz Ea (Pack of 6)",17.6,1.725,10.2,Fl Oz
"What is the price per unit for Angie’s BOOMCHICKAPOP Sea Salt Popcorn, 9 Ounce Bag?","The price per unit for Angie’s BOOMCHICKAPOP Sea Salt Popcorn, 9 Ounce Bag is $0.421 per oz. The total price is $3.79 for 9.0 oz.","Angie’s BOOMCHICKAPOP Sea Salt Popcorn, 9 Ounce Bag",3.79,0.4211,9.0,oz
What is the price per unit for Bimbo Vanilla Creme Sandwich Cookies -18.00 Ounces (10 individual packets per Pack)?,The price per unit for Bimbo Vanilla Creme Sandwich Cookies -18.00 Ounces (10 individual packets per Pack) is $1.000 per Ounce. The total price is $18.00 for 18.0 Ounce.,Bimbo Vanilla Creme Sandwich Cookies -18.00 Ounces (10 individual packets per Pack),18.0,1.0,18.0,Ounce
What is the price per unit for LAVAZZA CLASSICO K CUP COFFEE CAFFEINE CUP IN BOX 3.4 OZ?,The price per unit for LAVAZZA CLASSICO K CUP COFFEE CAFFEINE CUP IN BOX 3.4 OZ is $1.374 per Count. The total price is $13.74 for 10.0 Count.,LAVAZZA CLASSICO K CUP COFFEE CAFFEINE CUP IN BOX 3.4 OZ,13.74,1.374,10.0,Count
"What is the price per unit for CALPICO Strawberry, Non-Carbonated Drink, Japanese Beverage Contains Strawberry Juice Concentrate, Sweet and Tangy Asian Drink, 16.9 FL oz. (Pack of 6)?","The price per unit for CALPICO Strawberry, Non-Carbonated Drink, Japanese Beverage Contains Strawberry Juice Concentrate, Sweet and Tangy Asian Drink, 16.9 FL oz. (Pack of 6) is $0.147 per Fl Oz. The total price is $14.96 for 101.4 Fl Oz.","CALPICO Strawberry, Non-Carbonated Drink, Japanese Beverage Contains Strawberry Juice Concentrate, Sweet and Tangy Asian Drink, 16.9 FL oz. (Pack of 6)",14.96,0.1475,101.4,Fl Oz
"What is the price per unit for Gerber Toddler Snacks, Banana Cookies, Toddler Cookies, 10% DV Iron & Vitamin E, Finger Foods, Snacks for Toddlers?","The price per unit for Gerber Toddler Snacks, Banana Cookies, Toddler Cookies, 10% DV Iron & Vitamin E, Finger Foods, Snacks for Toddlers is $0.132 per Ounce. The total price is $2.64 for 20.0 Ounce.","Gerber Toddler Snacks, Banana Cookies, Toddler Cookies, 10% DV Iron & Vitamin E, Finger Foods, Snacks for Toddlers",2.64,0.132,20.0,Ounce
What is the price per unit for BUMBLE BEE Premium Select White CRABMEAT 6oz. (3 Cans)?,The price per unit for BUMBLE BEE Premium Select White CRABMEAT 6oz. (3 Cans) is $0.177 per Ounce. The total price is $3.19 for 18.0 Ounce.,BUMBLE BEE Premium Select White CRABMEAT 6oz. (3 Cans),3.19,0.1772,18.0,Ounce
What is the price per unit for Hershey's Milk Chocolate Baking Chips - 11.5 oz - 3 pk?,The price per unit for Hershey's Milk Chocolate Baking Chips - 11.5 oz - 3 pk is $0.162 per Ounce. The total price is $5.58 for 34.5 Ounce.,Hershey's Milk Chocolate Baking Chips - 11.5 oz - 3 pk,5.58,0.1616,34.5,Ounce
"What is the price per unit for Albanese World's Best Gummi Gusset Bags (12 Flavor Sour Bears, 10 oz (283 g))?","The price per unit for Albanese World's Best Gummi Gusset Bags (12 Flavor Sour Bears, 10 oz (283 g)) is $0.399 per Ounce. The total price is $3.99 for 10.0 Ounce.","Albanese World's Best Gummi Gusset Bags (12 Flavor Sour Bears, 10 oz (283 g))",3.99,0.399,10.0,Ounce
"What is the price per unit for Yaucono Instant Coffee Decaf, Arabica, Medium Roast, from Puerto Rico, Glass Jar, 8 Ounce (Pack of 1)?","The price per unit for Yaucono Instant Coffee Decaf, Arabica, Medium Roast, from Puerto Rico, Glass Jar, 8 Ounce (Pack of 1) is $2.749 per Ounce. The total price is $21.99 for 8.0 Ounce.","Yaucono Instant Coffee Decaf, Arabica, Medium Roast, from Puerto Rico, Glass Jar, 8 Ounce (Pack of 1)",21.99,2.7487,8.0,Ounce
"What is the price per unit for Ferrero Collection 18 Piece Gift Box, 24 Count, 8.8 Ounce (250 gm)?","The price per unit for Ferrero Collection 18 Piece Gift Box, 24 Count, 8.8 Ounce (250 gm) is $2.102 per Ounce. The total price is $18.50 for 8.8 Ounce.","Ferrero Collection 18 Piece Gift Box, 24 Count, 8.8 Ounce (250 gm)",18.5,2.1023,8.8,Ounce
"What is the price per unit for Flackers Organic Sea Salt Flaxseed Crackers, Gluten Free, Non GMO, Vegan, Keto Snack, 9g Fiber, 1g Net Carb, 5 Ounce (Pack of 6)?","The price per unit for Flackers Organic Sea Salt Flaxseed Crackers, Gluten Free, Non GMO, Vegan, Keto Snack, 9g Fiber, 1g Net Carb, 5 Ounce (Pack of 6) is $1.716 per Ounce. The total price is $51.49 for 30.0 Ounce.","Flackers Organic Sea Salt Flaxseed Crackers, Gluten Free, Non GMO, Vegan, Keto Snack, 9g Fiber, 1g Net Carb, 5 Ounce (Pack of 6)",51.49,1.7163,30.0,Ounce
"What is the price per unit for Ribena Blackcurrant juice drink, 12 x 500 ml?","The price per unit for Ribena Blackcurrant juice drink, 12 x 500 ml is $0.062 per Fl Oz. The total price is $12.50 for 202.9 Fl Oz.","Ribena Blackcurrant juice drink, 12 x 500 ml",12.5,0.0616,202.88,Fl Oz
"What is the price per unit for Santo Tomas Bomba Rice, 2.2 Pound (Pack of 2)?","The price per unit for Santo Tomas Bomba Rice, 2.2 Pound (Pack of 2) is $0.213 per Ounce. The total price is $15.00 for 70.4 Ounce.","Santo Tomas Bomba Rice, 2.2 Pound (Pack of 2)",15.0,0.2131,70.4,Ounce
What is the price per unit for Mystic Sprinkles Halloween Sprinkle Decorating Kits (Haunted Halloween Decorating Kit 6.1oz)?,The price per unit for Mystic Sprinkles Halloween Sprinkle Decorating Kits (Haunted Halloween Decorating Kit 6.1oz) is $16.990 per Count. The total price is $16.99 for 1.0 Count.,Mystic Sprinkles Halloween Sprinkle Decorating Kits (Haunted Halloween Decorating Kit 6.1oz),16.99,16.99,1.0,Count
"What is the price per unit for Monin Mandarin Orange Syrup, 750ml?","The price per unit for Monin Mandarin Orange Syrup, 750ml is $0.803 per Fl Oz. The total price is $20.39 for 25.4 Fl Oz.","Monin Mandarin Orange Syrup, 750ml",20.39,0.8028,25.4,Fl Oz
